source_platform,source_venue_id,venue_name,venue_url,menu_section,item_name,item_description,raw_price,normalized_price_eur,currency,price_type,item_type,normalized_product,confidence,allergens,retrieved_at,source_url
direct_website,bar_basso_454767746_92175792,Bar Basso,http://www.barbasso.com/,,Negroni,"...finata e piacevole, che non cattura il tuo cuore ma la tua stima. Preferisco il Negroni Sbagliato. Gli anni '60 vs gli anni '80, il design del bicchiere, il contrasto...",,0.0,EUR,menu,drink,negroni,medium,,2026-05-30T22:25:39Z,http://www.barbasso.com/
direct_website,spritz_454519849_91765944,Spritz,https://www.leggimenu.it/menu/spritznaviglimilano,,Spritz,...TITLE: Pub / Birreria SPRITZ NAVIGLI MILANO - Milano - Menu Digitale META: Scopri il menu digitale di Pub /...,,0.0,EUR,menu,drink,spritz,medium,,2026-05-30T22:25:39Z,https://www.leggimenu.it/menu/spritznaviglimilano
direct_website,spritz_454519849_91765944,Spritz,https://www.leggimenu.it/menu/spritznaviglimilano,,Negroni,"...OW MULE Vodka, lime, menta, cetriolo, ginger beer € 7 .00 REGULAR € 10 .00 MAXI NEGRONI Martini Rosso, Martini Bitter, gin, fetta di arancia € 7 .00 REGULAR € 10 .00 M...",,0.0,EUR,menu,drink,negroni,medium,,2026-05-30T22:25:39Z,https://www.leggimenu.it/menu/spritznaviglimilano
direct_website,tardis_455238074_91925759,Tardis,https://tardispubmilano.it,,Negroni,"...SSION FRUIT | AGAVE AL RAVANELLO | ""LIMONE COSMICO"" | FAVA TONKA GRATTATA OMEGA NEGRONI €9 MEZCAL ELEMENTAL | VERMOUTH ROSSO | BITTER CAMPARI | TUTTO COTTO A BASSA TEM...",,0.0,EUR,menu,drink,negroni,medium,,2026-05-30T22:25:39Z,https://tardispubmilano.it
direct_website,il_bar_milano_454649015_9191829,Il bar Milano,http://www.ilbarmilano.it/,,Spritz,...rescanti per un’esperienza gustativa unica. Indice Toggle 1. Mojito Classico 2. Spritz Aperol 3. Margarita al Mango 4. Piña Colada 5. Gin Tonic al Cetriolo 6. Bellini...,,0.0,EUR,menu,drink,spritz,medium,,2026-05-30T22:25:39Z,http://www.ilbarmilano.it/
direct_website,il_bar_milano_454649015_9191829,Il bar Milano,http://www.ilbarmilano.it/,,Aperol,...i per un’esperienza gustativa unica. Indice Toggle 1. Mojito Classico 2. Spritz Aperol 3. Margarita al Mango 4. Piña Colada 5. Gin Tonic al Cetriolo 6. Bellini 7. Cai...,,0.0,EUR,menu,drink,spritz,medium,,2026-05-30T22:25:39Z,http://www.ilbarmilano.it/
direct_website,barba_454809398_92017671,Barba,https://barbamilano.it/,,Spritz,"...indirizzo perfetto per chi cerca un aperitivo a Milano che vada oltre il solito spritz. Ogni cocktail nasce da un’idea creativa, una tecnica raffinata e una profonda...",,0.0,EUR,menu,drink,spritz,medium,,2026-05-30T22:25:39Z,https://barbamilano.it/
direct_website,morgante_cocktail_soul_454522005_91749661,Morgante cocktail & soul,https://www.morgantecocktail.com/,,Spritz,"...casamigos 14,00 Eur Tequila Casamigos blanco , Lime, Soda al Pomplemo Venetian Spritz 12,00 Eur L’Aperitivo! Punk Rabbit 10,00 Eur Lamponi, agrumi, soda di pompelmo...",€ 14.00,14.0,EUR,menu,drink,spritz,high,,2026-05-30T22:25:39Z,https://www.morgantecocktail.com/
direct_website,morgante_cocktail_soul_454522005_91749661,Morgante cocktail & soul,https://www.morgantecocktail.com/,,Negroni,...ctin The Kraken 12 50ml the kraken black special rum 150ml ginger beer lime The Negroni 12 Edgar Gin Select vermut rosso casamigos old fashioned 16 Tequila casamigos a...,,0.0,EUR,menu,drink,negroni,medium,,2026-05-30T22:25:39Z,https://www.morgantecocktail.com/
direct_website,sui_generis_454763158_92040763,Sui Generis,https://suigeneris.bar/,,Moretti,"...UMA MA NON E’ SAPONE IN BOTTIGLIA HEINEKEN 3€ BECKS 3€ MESSINA 3,5€ CORONA 3,5€ MORETTI 3€ MENABREA 3,5€ CERE’S 3,5€ IPA 6€ torna alle categorie BIRRE LA SPINA PICCOLA...",€ 3.00,3.0,EUR,menu,drink,beer_moretti,high,,2026-05-30T22:25:39Z,https://suigeneris.bar/
